order_id,customer_id,order_date,status
2529,1752,2025-07-16,cancelled
2530,2329,2025-06-28,completed
2531,2257,2025-04-30,completed
2532,185,2026-01-02,shipped
2533,441,2025-05-12,shipped
2534,1741,2026-01-11,processing
2535,388,2026-02-13,processing
2536,2707,2026-03-29,shipped
2537,1038,2025-08-18,cancelled
2538,1044,2025-09-10,shipped
2539,335,2026-03-05,shipped
2540,67,2026-02-15,completed
2541,2710,2025-05-29,processing
2542,736,2026-02-26,pending
2543,1610,2026-01-12,completed
2544,342,2025-09-06,processing
2545,2886,2026-03-15,cancelled
2546,1286,2026-03-06,shipped
2547,2966,2026-01-22,processing
2548,2746,2025-08-24,processing
2549,2556,2025-07-29,cancelled
2550,1399,2025-12-21,pending
2551,865,2025-10-18,pending
2552,321,2026-02-04,shipped
2553,1063,2026-01-09,completed
2554,1777,2025-11-06,shipped
2555,74,2026-03-20,completed
2556,1618,2025-06-05,completed
2557,55,2025-10-02,pending
2558,2687,2025-12-21,processing
2559,1885,2025-11-08,processing
2560,2695,2025-05-22,shipped
2561,2974,2026-01-20,processing
2562,1241,2025-08-02,shipped
2563,2527,2025-04-26,cancelled
2564,2829,2025-09-24,processing
2565,1240,2026-02-13,completed
2566,513,2025-11-03,pending
2567,57,2025-04-19,pending
2568,459,2026-04-03,completed
2569,2851,2025-08-22,pending
2570,110,2026-01-11,pending
2571,1971,2025-09-15,pending
2572,2662,2025-08-13,pending
2573,1785,2025-04-25,shipped
2574,782,2025-12-25,completed
2575,1233,2025-09-21,processing
2576,607,2026-03-11,processing
2577,1729,2025-11-14,completed
2578,478,2025-07-10,pending
2579,625,2025-04-21,processing
2580,1987,2025-10-05,processing
2581,81,2025-09-19,processing
2582,2398,2025-06-28,pending
2583,825,2026-02-04,cancelled
2584,2333,2025-09-30,processing
2585,209,2026-01-25,cancelled
2586,33,2026-03-08,completed
2587,2583,2025-10-29,processing
2588,1703,2025-05-31,processing
2589,2371,2026-01-05,shipped
2590,2995,2025-09-12,shipped
2591,1192,2026-03-02,completed
2592,1997,2025-10-02,processing
2593,1992,2025-11-07,shipped
2594,2421,2025-07-23,shipped
2595,2780,2025-05-11,processing
2596,950,2025-04-17,completed
2597,2164,2025-10-15,completed
2598,1729,2025-10-14,shipped
2599,1294,2025-10-14,shipped
2600,261,2025-08-10,cancelled
2601,2656,2025-10-12,processing
2602,1939,2025-08-10,completed
2603,2027,2025-11-16,shipped
2604,2647,2026-02-07,cancelled
2605,1837,2025-08-31,processing
2606,86,2026-01-11,pending
2607,1180,2025-11-07,pending
2608,1923,2025-06-25,cancelled
2609,1795,2025-12-16,pending
2610,2080,2025-06-12,pending
2611,2408,2025-10-16,cancelled
2612,2467,2025-11-23,processing
2613,538,2026-02-15,cancelled
2614,2962,2026-01-12,processing
2615,1708,2026-04-07,cancelled
2616,1935,2025-04-20,pending
2617,2548,2026-02-13,pending
2618,1157,2026-01-28,completed
2619,2733,2025-11-30,processing
2620,529,2026-02-15,pending
2621,818,2026-02-14,pending
2622,2482,2025-11-30,processing
2623,414,2025-11-06,processing
2624,2023,2025-06-01,cancelled
2625,962,2025-05-25,pending
2626,2281,2025-09-25,completed
2627,75,2025-07-16,cancelled
2628,1069,2026-02-18,cancelled
2629,2773,2025-09-13,pending
2630,716,2025-12-23,shipped
2631,131,2025-05-10,completed
2632,1384,2026-02-21,processing
2633,467,2025-12-17,shipped
2634,929,2025-09-20,completed
2635,2302,2025-09-07,pending
2636,1993,2025-06-26,cancelled
2637,1394,2026-02-12,cancelled
2638,192,2026-01-15,shipped
2639,1096,2025-09-05,pending
2640,2827,2025-06-10,shipped
2641,2476,2026-03-17,completed
2642,2894,2025-12-14,completed
2643,1794,2026-02-27,processing
2644,455,2025-10-02,completed
2645,2501,2026-03-22,shipped
2646,418,2025-11-09,shipped
2647,172,2025-06-15,shipped
2648,432,2026-02-11,pending
2649,2581,2026-02-12,completed
2650,842,2025-05-11,cancelled
2651,644,2026-04-10,cancelled
2652,2901,2026-02-03,processing
2653,2073,2026-03-17,processing
2654,407,2025-10-08,pending
2655,2651,2025-11-03,cancelled
2656,1371,2025-09-11,pending
2657,504,2025-08-07,pending
2658,1799,2026-02-28,processing
2659,27,2025-06-25,pending
2660,1941,2026-01-30,cancelled
2661,1175,2025-09-28,shipped
2662,702,2025-09-26,completed
2663,1090,2026-03-11,cancelled
2664,2930,2025-04-14,processing
2665,1478,2025-09-13,pending
2666,621,2026-02-09,shipped
2667,1728,2025-11-20,pending
2668,566,2025-06-13,processing
2669,1694,2025-11-12,processing
2670,1880,2025-06-08,shipped
2671,2795,2025-06-26,cancelled
2672,122,2025-12-21,processing
2673,597,2025-10-24,completed
2674,2940,2026-03-26,shipped
2675,286,2025-07-06,completed
2676,1386,2026-02-28,cancelled
2677,1646,2025-12-14,pending
2678,1778,2025-07-07,completed
2679,1611,2025-08-09,completed
2680,2705,2025-12-18,pending
2681,2354,2025-12-01,completed
2682,2588,2025-12-20,shipped
2683,1212,2025-05-23,processing
2684,1647,2025-08-20,shipped
2685,1247,2025-11-04,cancelled
2686,1410,2026-04-04,completed
2687,1146,2025-09-23,shipped
2688,2501,2026-04-09,pending
2689,2869,2025-11-16,processing
2690,1828,2025-05-05,pending
2691,2230,2025-08-14,shipped
2692,2533,2025-10-25,processing
2693,2857,2025-06-20,cancelled
2694,2658,2025-08-24,processing
2695,809,2026-04-10,cancelled
2696,346,2025-10-22,completed
2697,2202,2026-03-27,cancelled
2698,1598,2025-07-20,pending
2699,2132,2025-11-02,shipped
2700,1163,2025-10-16,pending
2701,381,2026-01-20,shipped
2702,2261,2025-12-08,cancelled
2703,2136,2025-07-10,cancelled
2704,2604,2025-05-01,pending
2705,96,2025-06-04,completed
2706,2212,2026-02-24,shipped
2707,1060,2025-12-15,pending
2708,1245,2026-01-07,processing
2709,2070,2025-09-29,completed
2710,2999,2025-10-25,completed
2711,1528,2025-09-10,cancelled
2712,2569,2025-10-12,shipped
2713,1452,2026-03-16,completed
2714,196,2025-08-31,completed
2715,1839,2025-08-27,cancelled
2716,2345,2025-12-01,completed
2717,1857,2025-12-10,cancelled
2718,968,2025-12-15,shipped
2719,2317,2025-08-15,shipped
2720,2440,2025-12-03,pending
2721,1435,2025-11-09,cancelled
2722,1166,2026-01-12,shipped
2723,2755,2026-03-07,pending
2724,2926,2025-04-30,processing
2725,2129,2025-08-28,pending
2726,432,2026-02-16,cancelled
2727,2116,2026-02-28,shipped
2728,789,2025-11-10,cancelled
2729,1861,2025-12-31,completed
2730,601,2025-06-02,processing
2731,1688,2026-02-16,completed
2732,378,2025-10-15,completed
2733,1741,2025-08-09,pending
2734,1951,2025-06-23,pending
2735,1828,2025-09-22,completed
2736,1513,2025-04-28,shipped
2737,1650,2025-10-02,shipped
2738,2290,2026-03-19,shipped
2739,1618,2026-04-03,cancelled
2740,2394,2025-09-09,processing
2741,2607,2025-07-29,processing
2742,1803,2025-09-21,processing
2743,2998,2025-04-29,processing
2744,668,2025-04-23,pending
2745,2072,2025-11-27,pending
2746,1986,2025-04-23,processing
2747,530,2025-12-01,shipped
2748,2168,2026-02-22,completed
2749,2845,2026-02-19,pending
2750,1866,2025-09-24,processing
2751,134,2025-09-05,pending
2752,2290,2025-10-21,cancelled
2753,487,2025-11-17,shipped
2754,1674,2025-09-10,completed
2755,496,2025-06-14,cancelled
2756,2342,2026-02-23,cancelled
2757,165,2025-07-29,shipped
2758,628,2025-07-30,completed
2759,1522,2025-10-21,cancelled
2760,1534,2026-01-11,cancelled
2761,1205,2025-04-23,processing
2762,115,2026-02-16,pending
2763,583,2025-09-26,shipped
2764,1728,2025-10-17,completed
2765,1250,2025-12-08,cancelled
2766,884,2026-03-30,pending
2767,2003,2026-03-25,completed
2768,502,2025-06-18,shipped
2769,1429,2025-12-04,completed
2770,184,2025-11-28,processing
2771,1971,2025-05-14,shipped
2772,1269,2025-09-11,shipped
2773,1853,2025-04-12,cancelled
2774,1546,2026-03-20,processing
2775,2950,2025-12-18,shipped
2776,544,2025-12-30,pending
2777,2068,2026-02-28,processing
2778,1843,2025-08-30,processing
2779,611,2025-05-22,cancelled
2780,366,2026-01-28,shipped
2781,2722,2025-09-07,shipped
2782,1678,2025-05-30,processing
2783,954,2025-11-01,processing
2784,1389,2025-10-22,shipped
2785,188,2026-02-12,processing
2786,1137,2025-07-08,completed
2787,679,2025-05-25,completed
2788,2343,2025-05-02,cancelled
2789,2299,2026-01-13,completed
2790,2638,2025-06-14,shipped
2791,349,2026-03-14,pending
2792,2535,2025-06-22,shipped
2793,2363,2026-03-06,completed
2794,2336,2025-07-17,shipped
2795,776,2025-07-19,processing
2796,2059,2025-08-09,completed
2797,493,2025-11-15,shipped
2798,737,2025-11-28,completed
2799,1127,2025-06-18,pending
2800,1005,2025-07-13,shipped
2801,1820,2026-04-11,completed
2802,2186,2025-12-16,shipped
2803,1313,2026-02-25,processing
2804,2413,2026-03-06,completed
2805,2014,2025-05-11,completed
2806,1393,2025-04-15,processing
2807,740,2026-01-09,processing
2808,99,2026-02-01,shipped
2809,1300,2026-03-17,processing
2810,1054,2025-06-03,completed
2811,470,2025-06-10,completed
2812,2220,2026-02-26,pending
2813,1169,2025-06-29,pending
2814,749,2025-11-15,cancelled
2815,368,2025-11-11,pending
2816,1257,2026-03-20,processing
2817,2780,2025-06-08,pending
2818,242,2025-07-02,shipped
2819,1333,2025-08-22,pending
2820,112,2025-04-15,completed
2821,1221,2025-10-30,processing
2822,405,2025-07-18,cancelled
2823,584,2025-09-23,processing
2824,1328,2026-02-06,cancelled
2825,1539,2026-03-16,completed
2826,213,2025-05-03,pending
2827,982,2025-11-20,shipped
2828,2401,2025-12-04,pending
2829,2020,2025-09-22,shipped
2830,2067,2025-05-30,processing
2831,472,2026-01-12,cancelled
2832,249,2025-07-09,cancelled
2833,1904,2025-08-06,shipped
2834,1668,2026-02-14,completed
2835,1984,2026-03-03,completed
2836,1670,2025-08-02,pending
2837,77,2025-08-18,cancelled
2838,2270,2025-07-02,shipped
2839,2766,2026-01-15,completed
2840,1009,2025-07-14,shipped
2841,2669,2026-01-12,pending
2842,1248,2025-12-23,shipped
2843,1667,2026-02-03,processing
2844,344,2026-01-25,shipped
2845,834,2026-01-21,pending
2846,1530,2025-07-22,shipped
2847,689,2025-04-17,pending
2848,2202,2025-07-09,processing
2849,2274,2025-09-05,processing
2850,172,2025-12-24,completed
2851,1904,2026-02-12,shipped
2852,1185,2026-03-06,pending
2853,3,2025-10-28,completed
2854,1976,2025-05-25,cancelled
2855,2449,2026-02-25,cancelled
2856,2786,2025-11-06,processing
2857,1440,2026-04-11,pending
2858,2397,2025-07-11,shipped
2859,1153,2025-08-24,completed
2860,662,2026-03-20,shipped
2861,2307,2025-09-05,completed
2862,1232,2025-06-06,completed
2863,1620,2025-06-23,completed
2864,573,2025-05-28,shipped
2865,1145,2025-09-15,processing
2866,864,2025-08-29,shipped
2867,2068,2026-01-31,cancelled
2868,2794,2025-11-18,cancelled
2869,2602,2025-11-26,cancelled
2870,2899,2025-10-22,processing
2871,1119,2025-07-24,pending
2872,2713,2025-05-08,cancelled
2873,1400,2025-08-26,pending
2874,1884,2025-08-03,shipped
2875,1346,2026-02-04,completed
2876,2834,2026-03-31,pending
2877,2648,2026-02-18,completed
2878,2494,2025-12-11,processing
2879,18,2025-06-14,completed
2880,2756,2026-01-10,pending
2881,1693,2026-03-25,shipped
2882,2853,2025-06-18,processing
2883,1609,2025-10-20,shipped
2884,333,2025-06-18,completed
2885,2207,2026-03-28,completed
2886,2751,2025-11-03,processing
2887,2754,2025-05-29,completed
2888,1446,2025-08-30,processing
2889,2463,2025-09-04,cancelled
2890,1585,2026-03-30,pending
2891,2856,2026-03-24,completed
2892,512,2025-11-05,processing
2893,1518,2025-09-07,pending
2894,1821,2025-06-20,completed
2895,908,2025-08-15,completed
2896,1152,2025-11-20,cancelled
2897,785,2025-11-13,completed
2898,2513,2026-03-02,cancelled
2899,2941,2025-11-17,pending
2900,960,2026-02-05,processing
2901,1487,2025-11-12,completed
2902,1150,2026-01-06,processing
2903,2884,2026-01-25,shipped
2904,857,2026-01-04,completed
2905,804,2025-07-11,processing
2906,455,2025-08-07,cancelled
2907,2332,2025-10-30,shipped
2908,2024,2025-10-03,pending
2909,2261,2026-04-01,pending
2910,2703,2025-10-31,shipped
2911,2754,2025-09-28,shipped
2912,2315,2025-10-09,pending
2913,268,2025-11-20,shipped
2914,526,2025-08-25,completed
2915,522,2026-01-22,cancelled
2916,2335,2025-04-16,pending
2917,2143,2025-05-26,cancelled
2918,786,2025-07-14,completed
2919,2839,2025-06-14,shipped
2920,2517,2025-10-19,cancelled
2921,2789,2026-02-22,shipped
2922,1860,2025-07-12,completed
2923,1750,2025-11-19,completed
2924,1324,2025-07-11,processing
2925,1667,2025-08-09,cancelled
2926,499,2025-11-18,shipped
2927,1912,2026-01-09,processing
2928,1481,2026-04-03,shipped
2929,179,2025-11-16,pending
2930,193,2025-06-07,cancelled
2931,1721,2025-05-28,shipped
2932,1839,2025-04-15,cancelled
2933,22,2025-04-13,processing
2934,798,2025-05-06,cancelled
2935,336,2025-07-29,shipped
2936,104,2025-12-06,pending
2937,2825,2025-12-08,processing
2938,305,2025-09-29,pending
2939,807,2025-09-04,pending
2940,1349,2026-02-12,cancelled
2941,258,2026-01-01,completed
2942,115,2026-03-22,processing
2943,1770,2026-03-27,completed
2944,2428,2025-08-01,cancelled
2945,1026,2025-12-06,pending
2946,442,2025-07-03,processing
2947,977,2025-04-24,cancelled
2948,223,2025-07-24,cancelled
2949,2129,2026-03-19,pending
2950,299,2025-05-07,shipped
2951,2538,2025-07-30,processing
2952,392,2025-04-18,processing
2953,2372,2025-10-17,completed
2954,351,2025-11-07,completed
2955,137,2025-08-07,processing
2956,1284,2026-03-06,completed
2957,523,2026-02-13,completed
2958,1811,2025-09-30,completed
2959,1235,2025-04-24,shipped
2960,2565,2025-11-21,processing
2961,270,2025-09-17,completed
2962,2776,2025-08-09,completed
2963,2291,2025-12-13,completed
2964,1208,2025-07-29,processing
2965,1646,2026-01-07,completed
2966,2529,2025-12-11,processing
2967,955,2025-12-22,shipped
2968,2703,2025-07-29,shipped
2969,44,2025-04-16,processing
2970,1573,2025-11-24,processing
2971,1754,2025-12-26,shipped
2972,2537,2025-06-06,completed
2973,1392,2025-10-18,completed
2974,1860,2025-07-06,shipped
2975,1345,2026-02-09,shipped
2976,789,2025-04-23,completed
2977,421,2026-03-18,completed
2978,2438,2026-04-09,completed
2979,2429,2025-09-15,pending
2980,2348,2026-03-21,pending
2981,2611,2025-05-19,shipped
2982,1050,2026-03-22,cancelled
2983,1725,2025-11-01,processing
2984,2969,2025-11-24,shipped
2985,1822,2025-05-27,pending
2986,996,2026-03-20,pending
2987,181,2026-03-21,completed
2988,523,2026-02-07,cancelled
2989,2395,2025-10-27,processing
2990,2102,2026-04-02,cancelled
2991,1275,2026-02-04,shipped
2992,2217,2025-12-04,pending
2993,604,2026-02-18,processing
2994,1265,2025-09-05,shipped
2995,1405,2025-05-30,cancelled
2996,1511,2025-04-13,completed
2997,2121,2025-10-01,shipped
2998,2694,2025-08-23,pending
2999,235,2025-11-27,pending
3000,2078,2025-04-13,shipped
3001,224,2025-11-22,processing
3002,1409,2025-09-08,pending
3003,821,2026-03-19,pending
3004,281,2025-09-16,cancelled
3005,776,2025-08-11,processing
3006,2846,2025-10-04,processing
3007,2457,2026-01-13,cancelled
3008,2370,2025-12-05,shipped
3009,1375,2026-01-04,shipped
3010,1228,2026-03-29,processing
3011,1347,2025-07-26,pending
3012,430,2026-02-15,processing
3013,173,2025-08-03,processing
3014,899,2026-01-27,completed
3015,2617,2025-08-02,pending
3016,2840,2025-07-15,pending
3017,1911,2025-12-27,shipped
3018,874,2025-08-06,pending
3019,1970,2026-03-29,cancelled
3020,1540,2025-12-07,pending
3021,1640,2025-10-04,pending
3022,28,2025-11-23,cancelled
3023,41,2026-02-16,completed
3024,1466,2025-05-17,completed
3025,2273,2025-04-30,completed
3026,584,2025-10-07,cancelled
3027,1804,2025-06-22,pending
3028,2586,2025-06-12,shipped
3029,1475,2025-10-10,completed
3030,122,2026-04-01,pending
3031,811,2025-05-04,cancelled
3032,714,2025-09-11,pending
3033,1074,2026-01-13,pending
3034,1392,2026-01-15,shipped
3035,1008,2025-06-16,pending
3036,803,2025-04-28,completed
3037,722,2025-12-21,cancelled
3038,415,2026-02-10,completed
3039,2775,2026-01-08,pending
3040,1553,2025-11-11,completed
3041,1387,2025-12-31,pending
3042,1250,2025-11-13,processing
3043,984,2025-10-17,cancelled
3044,1526,2025-06-21,pending
3045,2159,2025-09-26,shipped
3046,1777,2025-06-20,completed
3047,486,2026-01-04,pending
3048,536,2026-02-01,pending
3049,786,2026-02-16,shipped
3050,1550,2025-08-03,cancelled
3051,1303,2026-02-15,shipped
3052,1760,2025-07-25,pending
3053,190,2025-11-20,shipped
3054,2406,2026-01-21,pending
3055,2194,2025-10-09,cancelled
3056,609,2025-04-21,cancelled
3057,1013,2026-01-10,completed
3058,2579,2025-10-24,cancelled
3059,518,2026-02-22,shipped
3060,2393,2026-01-19,processing
3061,858,2025-08-05,completed
3062,1928,2025-05-05,shipped
3063,266,2026-03-31,pending
3064,2084,2025-04-13,processing
3065,2643,2026-02-11,shipped
3066,1533,2025-09-09,processing
3067,2126,2025-05-09,processing
3068,734,2026-01-13,cancelled
3069,2919,2025-05-08,cancelled
3070,2153,2025-09-30,processing
3071,2932,2025-04-24,processing
3072,1941,2026-03-13,cancelled
3073,2381,2025-11-01,processing
3074,2614,2026-01-22,shipped
3075,2662,2025-08-20,completed
3076,849,2025-10-05,pending
3077,832,2025-07-08,processing
3078,961,2025-12-07,processing
3079,896,2026-02-21,cancelled
3080,1741,2025-11-14,processing
3081,2341,2025-05-10,pending
3082,1533,2025-08-18,cancelled
3083,2256,2025-06-21,completed
3084,551,2025-07-14,completed
3085,1209,2025-11-18,processing
3086,2126,2025-05-08,cancelled
3087,943,2026-01-27,shipped
3088,169,2025-10-14,processing
3089,2099,2025-08-15,shipped
3090,1378,2025-10-27,processing
3091,1848,2025-05-10,processing
3092,1772,2026-01-05,processing
3093,1506,2025-05-16,processing
3094,1299,2026-03-04,cancelled
3095,1567,2025-09-23,completed
3096,736,2025-07-20,processing
3097,958,2026-01-29,cancelled
3098,2644,2025-09-02,completed
3099,1471,2025-08-23,completed
3100,1207,2025-11-17,shipped
3101,2101,2025-05-24,shipped
3102,2637,2025-09-04,completed
3103,1133,2025-12-04,pending
3104,404,2026-02-05,completed
3105,293,2025-04-12,cancelled
3106,157,2025-07-25,shipped
3107,821,2025-11-12,cancelled
3108,806,2026-03-03,cancelled
3109,1025,2026-01-29,cancelled
3110,2800,2025-12-29,cancelled
3111,781,2025-08-06,shipped
3112,565,2025-08-03,shipped
3113,1070,2025-10-25,completed
3114,1227,2026-04-06,cancelled
3115,1420,2026-04-09,processing
3116,1662,2025-07-11,shipped
3117,2685,2026-03-14,completed
3118,1934,2025-12-27,shipped
3119,612,2025-06-05,processing
3120,933,2025-05-11,pending
3121,2963,2025-10-25,pending
3122,1944,2025-12-16,pending
3123,2113,2025-11-12,shipped
3124,2264,2025-09-02,processing
3125,2960,2025-06-09,processing
3126,1396,2026-03-21,completed
3127,1283,2026-01-03,pending
3128,1757,2025-07-08,processing
3129,859,2025-08-25,processing
3130,1844,2026-02-05,shipped
3131,124,2025-10-31,cancelled
3132,570,2025-12-17,shipped
3133,526,2025-07-22,cancelled
3134,40,2026-04-01,processing
3135,2699,2026-01-08,cancelled
3136,1392,2025-12-08,pending
3137,1717,2025-10-23,processing
3138,2809,2025-04-16,processing
3139,2829,2025-09-01,shipped
3140,1228,2025-06-08,cancelled
3141,2405,2025-12-22,completed
3142,2325,2025-05-15,completed
3143,570,2026-03-06,pending
3144,1353,2025-07-24,shipped
3145,2580,2025-09-18,shipped
3146,2490,2025-11-17,shipped
3147,1602,2026-02-22,processing
3148,837,2025-12-31,processing
3149,261,2025-08-15,shipped
3150,1583,2025-09-11,pending
3151,1945,2025-06-24,completed
3152,1347,2026-03-18,shipped
3153,1850,2025-11-18,cancelled
3154,382,2025-09-29,pending
3155,428,2025-07-17,shipped
3156,728,2025-04-19,completed
3157,2823,2026-03-09,shipped
3158,2002,2026-03-06,completed
3159,765,2026-01-15,pending
3160,285,2026-02-12,processing
3161,1163,2025-10-06,pending
3162,955,2025-10-13,cancelled
3163,2702,2026-03-30,shipped
3164,287,2025-11-01,processing
3165,236,2026-04-09,cancelled
3166,2124,2025-04-27,completed
3167,704,2025-06-12,cancelled
3168,1683,2026-04-04,processing
3169,644,2025-12-29,completed
3170,529,2025-11-16,shipped
3171,1714,2025-11-22,processing
3172,282,2025-10-26,processing
3173,846,2025-12-31,pending
3174,843,2025-12-20,cancelled
3175,1771,2026-03-01,processing
3176,651,2025-07-23,shipped
3177,2356,2025-07-02,cancelled
3178,2407,2025-05-15,pending
3179,2059,2025-12-16,processing
3180,1129,2026-03-10,pending
3181,31,2026-02-01,pending
3182,1826,2025-08-28,completed
3183,1636,2025-05-17,shipped
3184,1012,2025-10-25,shipped
3185,1348,2025-10-31,shipped
3186,2011,2025-11-02,processing
3187,1896,2025-08-15,shipped
3188,161,2026-01-29,completed
3189,1180,2025-07-08,processing
3190,1421,2025-12-08,cancelled
3191,1602,2025-05-22,shipped
3192,718,2025-12-07,processing
3193,1021,2025-04-23,pending
3194,2531,2026-04-09,processing
3195,1876,2026-01-28,processing
3196,2700,2025-12-13,pending
3197,2862,2025-06-09,shipped
3198,392,2025-04-18,processing
3199,2862,2025-07-03,completed
3200,982,2026-03-08,pending
3201,1122,2025-12-15,shipped
3202,1196,2025-10-02,completed
3203,2860,2026-03-25,pending
3204,2022,2025-08-22,processing
3205,2265,2025-07-22,completed
3206,1511,2025-10-04,completed
3207,431,2025-12-22,shipped
3208,1336,2026-01-25,processing
3209,1848,2026-02-21,pending
3210,1036,2025-12-15,pending
3211,2073,2025-12-15,completed
3212,1894,2025-06-01,completed
3213,300,2025-12-01,processing
3214,1562,2025-06-22,cancelled
3215,1636,2025-09-20,pending
3216,1625,2025-05-05,completed
3217,44,2025-09-01,cancelled
3218,470,2025-05-08,pending
3219,1340,2025-11-23,processing
3220,1986,2025-08-13,processing
3221,280,2025-07-10,completed
3222,2247,2025-07-20,pending
3223,2923,2026-02-25,processing
3224,575,2025-10-06,processing
3225,1144,2025-08-31,pending
3226,699,2025-09-07,completed
3227,2487,2026-02-24,completed
3228,726,2025-06-16,cancelled
3229,509,2025-08-09,shipped
3230,1601,2026-01-14,pending
3231,318,2025-08-27,completed
3232,2775,2025-04-13,cancelled
3233,629,2025-07-05,processing
3234,1467,2025-04-16,pending
3235,888,2026-01-10,completed
3236,2765,2025-05-08,shipped
3237,886,2025-10-24,processing
3238,2854,2025-04-18,completed
3239,2601,2025-08-26,shipped
3240,2626,2026-02-02,completed
3241,1600,2026-03-09,cancelled
3242,1819,2025-04-14,completed
3243,2451,2026-03-09,completed
3244,200,2025-10-17,processing
3245,827,2025-04-29,pending
3246,1535,2026-03-16,pending
3247,820,2025-04-30,completed
3248,66,2025-07-07,processing
3249,115,2025-09-03,completed
3250,1381,2025-07-08,pending
3251,2786,2026-02-08,completed
3252,904,2025-08-25,completed
3253,2721,2025-05-29,pending
3254,2966,2025-10-22,pending
3255,181,2025-12-01,processing
3256,2100,2025-12-04,completed
3257,1340,2025-09-15,cancelled
3258,2303,2026-02-11,pending
3259,2559,2025-11-25,pending
3260,2219,2025-11-12,processing
3261,1753,2025-04-15,completed
3262,952,2025-06-29,pending
3263,434,2025-04-27,cancelled
3264,1325,2025-05-25,pending
3265,62,2025-06-11,processing
3266,2679,2026-01-31,cancelled
3267,50,2025-07-07,processing
3268,872,2025-04-22,processing
3269,902,2025-08-23,completed
3270,2696,2025-04-20,cancelled
3271,2663,2025-07-16,shipped
3272,1512,2025-06-08,completed
3273,276,2025-06-24,pending
3274,1684,2026-03-22,cancelled
3275,2453,2026-01-13,processing
3276,418,2025-11-05,shipped
3277,2332,2025-12-22,pending
3278,1032,2025-08-23,completed
3279,2458,2026-02-18,cancelled
3280,2585,2025-11-07,processing
3281,2777,2026-02-06,pending
3282,1361,2026-03-31,pending
3283,2603,2025-04-27,cancelled
3284,2730,2025-11-25,processing
3285,277,2025-10-23,cancelled
3286,73,2025-04-27,shipped
3287,2397,2026-02-21,processing
3288,1567,2025-09-28,shipped
3289,2624,2026-03-12,pending
3290,2063,2026-03-23,shipped
3291,2887,2026-03-19,completed
3292,953,2025-12-09,completed
3293,2525,2025-07-15,completed
3294,1266,2025-07-20,pending
3295,1756,2025-11-28,pending
3296,2539,2026-03-25,completed
3297,246,2025-04-28,pending
3298,1535,2025-07-25,processing
3299,1215,2025-11-01,pending
3300,622,2025-11-18,processing
3301,838,2025-12-21,completed
3302,976,2026-03-15,shipped
3303,1818,2025-07-03,cancelled
3304,550,2025-05-15,cancelled
3305,1301,2025-11-01,completed
3306,2134,2025-11-28,processing
3307,2655,2025-05-26,cancelled
3308,98,2025-10-29,pending
3309,1357,2025-09-01,cancelled
3310,993,2025-11-27,pending
3311,2210,2025-10-22,completed
3312,2724,2025-07-24,pending
3313,2816,2026-02-12,pending
3314,2491,2025-07-24,processing
3315,2136,2025-08-10,cancelled
3316,752,2026-04-04,processing
3317,2580,2025-06-08,completed
3318,265,2025-06-12,processing
3319,287,2026-01-26,pending
3320,214,2025-08-25,pending
3321,837,2025-05-27,pending
3322,376,2025-11-23,pending
3323,2428,2025-05-01,shipped
3324,838,2025-12-23,pending
3325,2079,2025-08-28,completed
3326,1746,2025-07-06,processing
3327,1276,2026-02-02,pending
3328,2956,2025-05-19,pending
3329,1004,2025-09-12,processing
3330,723,2025-06-01,shipped
3331,1020,2025-10-26,cancelled
3332,1169,2025-04-23,shipped
3333,1837,2025-04-15,pending
3334,1114,2025-09-22,processing
3335,328,2025-12-01,cancelled
3336,1632,2026-01-13,processing
3337,688,2026-03-07,processing
3338,1808,2025-09-07,processing
3339,2070,2025-05-29,shipped
3340,1776,2025-08-18,pending
3341,1975,2026-04-09,completed
3342,1563,2025-08-23,processing
3343,341,2025-08-23,cancelled
3344,2438,2025-05-07,shipped
3345,626,2026-03-26,shipped
3346,2977,2025-12-16,pending
3347,1054,2025-05-06,processing
3348,1900,2025-07-05,cancelled
3349,1858,2026-01-01,cancelled
3350,1537,2026-03-25,shipped
3351,2483,2025-09-13,processing
3352,295,2026-02-01,cancelled
3353,560,2025-08-05,processing
3354,802,2025-05-01,pending
3355,777,2025-10-21,completed
3356,53,2025-11-06,shipped
3357,2992,2025-08-26,cancelled
3358,2013,2025-06-16,processing
3359,1704,2025-07-31,processing
3360,1529,2025-06-27,processing
3361,2006,2025-11-13,cancelled
3362,2626,2025-08-02,shipped
3363,292,2025-11-05,processing
3364,160,2025-05-02,completed
3365,1577,2025-08-27,shipped
3366,666,2025-07-17,pending
3367,1788,2026-01-09,cancelled
3368,2959,2025-06-29,cancelled
3369,2088,2025-12-16,processing
3370,2601,2025-08-06,cancelled
3371,2853,2026-03-20,completed
3372,2667,2026-03-13,processing
3373,1737,2025-11-10,pending
3374,993,2025-08-06,processing
3375,142,2025-09-26,cancelled
3376,2585,2025-11-07,completed
3377,2857,2026-01-05,pending
3378,1071,2026-01-13,shipped
3379,1866,2026-03-18,pending
3380,1042,2025-11-30,pending
3381,2467,2025-10-23,shipped
3382,2715,2025-09-17,pending
3383,51,2026-01-08,completed
3384,379,2025-07-30,processing
3385,1629,2025-12-30,shipped
3386,330,2025-11-09,shipped
3387,774,2025-09-15,processing
3388,680,2025-08-31,processing
3389,1036,2025-05-26,cancelled
3390,2051,2025-07-06,shipped
3391,2698,2026-02-27,processing
